OBJECTID	FOD_ID	FPA_ID	SOURCE_SYSTEM_TYPE	SOURCE_SYSTEM	NWCG_REPORTING_AGENCY	NWCG_REPORTING_UNIT_ID	NWCG_REPORTING_UNIT_NAME	SOURCE_REPORTING_UNIT	SOURCE_REPORTING_UNIT_NAME	LOCAL_FIRE_REPORT_ID	LOCAL_INCIDENT_ID	FIRE_CODE	FIRE_NAME	ICS_209_INCIDENT_NUMBER	ICS_209_NAME	MTBS_ID	MTBS_FIRE_NAME	COMPLEX_NAME	FIRE_YEAR	DISCOVERY_DATE	DISCOVERY_DOY	DISCOVERY_TIME	STAT_CAUSE_CODE	STAT_CAUSE_DESCR	CONT_DATE	CONT_DOY	CONT_TIME	FIRE_SIZE	FIRE_SIZE_CLASS	LATITUDE	LONGITUDE	OWNER_CODE	OWNER_DESCR	STATE	COUNTY	FIPS_CODE	FIPS_NAME	Shape
1749221	300090017	SFO-2014TNTNS14-W0045	NONFED	ST-NASF	ST/C&L	USTNTNS	Tennessee Division of Forestry	TNTNS	Tennessee Division of Forestry		14-W0045		AIRPORT RD						2014	2456681.5	24	1325	5	Debris Burning	2456681.5	24	1530	3	B	35.214083	-88.522133	8	PRIVATE	TN	MCNAIRY	109	McNairy	
1749222	300090018	SFO-2014NCNCSNCST-078-20140012	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-078-20140012		COLD DAY						2014	2456681.5	24	1350	5	Debris Burning	2456681.5	24	1530	12	C	34.72976666	-79.1836	14	MISSING/NOT SPECIFIED	NC	Robeson	155	Robeson	
1749223	300090019	SFO-2014TXTXS2005	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXTXS	Texas Forest Service		2005		6031						2014	2456681.5	24	1351	5	Debris Burning	2456681.5	24	1533	2	B	32.96758333	-95.02111667	14	MISSING/NOT SPECIFIED	TX	Camp	063	Camp	
1749224	300090020	SFO-2014GAGAS-FY2014-Toombs-017	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Toombs-017		FY2014-TOOMBS-017						2014	2456681.5	24	1525	5	Debris Burning	2456681.5	24	1538	2.49	B	32.14216667	-82.37544444	8	PRIVATE	GA	Toombs              	279	Toombs	
1749225	300090021	SFO-2014NCNCSNCST-080-20140010	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-080-20140010		RED BRIDGE						2014	2456681.5	24	1547	5	Debris Burning	2456681.5	24	1600	0.3	B	35.56716666	-80.39116666	14	MISSING/NOT SPECIFIED	NC	Rowan	159	Rowan	
1749226	300090024	SFO-2014MSMFC9642	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		9642		01720140124003						2014	2456681.5	24	1354	5	Debris Burning	2456681.5	24	1612	4	B	33.9909664	-88.93604005	8	PRIVATE	MS	CHICKASAW	017	Chickasaw	
1749227	300090025	SFO-2014NCNCSNCST-081-20140017	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-081-20140017		BITTING DOG FIRE						2014	2456681.5	24	1555	5	Debris Burning	2456681.5	24	1615	0.3	B	35.4124	-81.80155	14	MISSING/NOT SPECIFIED	NC	Rutherford	161	Rutherford	
1749228	300090026	SFO-2014TNTNS14-E0009	NONFED	ST-NASF	ST/C&L	USTNTNS	Tennessee Division of Forestry	TNTNS	Tennessee Division of Forestry		14-E0009		DOGWOOD LANE FIRE #1						2014	2456681.5	24	1415	5	Debris Burning	2456681.5	24	1615	6	B	36.195183	-83.864967	8	PRIVATE	TN	UNION	173	Union	
1749229	300090027	SFO-2014SCSCS14FF0281	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14FF0281								2014	2456681.5	24	1605	5	Debris Burning	2456681.5	24	1621	1	B	34.548435	-80.488106	8	PRIVATE	SC	Kershaw County	055	Kershaw	
1749230	300090028	SFO-2014SCSCS14FF0279	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14FF0279								2014	2456681.5	24	1615	5	Debris Burning	2456681.5	24	1631	0.5	B	34.487202	-80.601631	8	PRIVATE	SC	Kershaw County	055	Kershaw	
1749231	300090029	SFO-2014NCNCSNCST-043-20140014	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-043-20140014		VIC KEITH						2014	2456681.5	24	1619	5	Debris Burning	2456681.5	24	1632	1	B	35.29475	-79.04096666	14	MISSING/NOT SPECIFIED	NC	Harnett	085	Harnett	
1749232	300090031	SFO-2014AR-ARSSCO1159722	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		SCO1159722		SCO1159722						2014	2456681.5	24	1600	5	Debris Burning	2456681.5	24	1645	4	B	34.91297	-94.12803	8	PRIVATE	AR	SCOTT	127	Scott	
1749233	300090032	SFO-2014MO-MOS95007	NONFED	ST-NASF	ST/C&L	USMOMOS	Missouri Department of Conservation	MOMOS	Missouri Department of Conservation		95007								2014	2456681.5	24	1359	5	Debris Burning	2456681.5	24	1645	20	C	37.8485	-93.7228	14	MISSING/NOT SPECIFIED	MO	Saint Clair	185	St. Clair	
1749234	300090033	SFO-2014MSMFC9643	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		9643		00920140124004						2014	2456681.5	24	1518	5	Debris Burning	2456681.5	24	1649	1	B	34.62589598	-89.19518891	8	PRIVATE	MS	BENTON	009	Benton	
1749235	300090035	SFO-2014AR-ARSCLA3740992	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		CLA3740992		CLA3740992						2014	2456681.5	24	1645	5	Debris Burning	2456681.5	24	1700	1	B	34.28984	-93.37772	8	PRIVATE	AR	CLARK	019	Clark	
1749236	300090036	SFO-2014AR-ARSGRA366346	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		GRA366346		GRA366346						2014	2456681.5	24	1622	5	Debris Burning	2456681.5	24	1700	1	B	34.33453	-92.43178	8	PRIVATE	AR	GRANT	053	Grant	
1749237	300090037	SFO-2014AR-ARSHOT3583302	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		HOT3583302		HOT3583302						2014	2456681.5	24	1515	5	Debris Burning	2456681.5	24	1700	3	B	34.43746	-92.803	8	PRIVATE	AR	HOT SPRING	059	Hot Spring	
1749238	300090038	SFO-2014ORODF20145820492014	NONFED	ST-NASF	ST/C&L	USORORS	Oregon Department of Forestry State Headquarters	ORODF	Oregon Department of Forestry		20145820492014		K400						2014	2456680.5	23	2000	5	Debris Burning	2456681.5	24	1700	2	B	44.90167	-122.46222	8	PRIVATE	OR	Marion	047	Marion	
1749239	300090039	SFO-2014AR-ARSOUA3446673	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		OUA3446673		OUA3446673						2014	2456681.5	24	1635	5	Debris Burning	2456681.5	24	1700	1	B	33.65819	-92.91204	8	PRIVATE	AR	OUACHITA	103	Ouachita	
1749240	300090041	SFO-2014SCSCS14FF0283	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14FF0283								2014	2456681.5	24	1455	5	Debris Burning	2456681.5	24	1703	10	C	33.700001	-79.800003	8	PRIVATE	SC	Williamsburg County	089	Williamsburg	
1749241	300090042	SFO-2014NCNCSNCST-053-20140006	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-053-20140006		OSGOOD						2014	2456681.5	24	1645	5	Debris Burning	2456681.5	24	1718	0.3	B	35.55166666	-79.13833333	14	MISSING/NOT SPECIFIED	NC	Lee	105	Lee	
1749242	300090043	SFO-2014NCNCSNCST-081-20140024	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-081-20140024		CHESTERFIELD RD						2014	2456681.5	24	1705	5	Debris Burning	2456681.5	24	1720	0.1	A	35.2267	-81.76551666	14	MISSING/NOT SPECIFIED	NC	Rutherford	161	Rutherford	
1749243	300090045	SFO-2014AR-ARSCOL324155	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		COL324155		COL324155						2014	2456681.5	24	1616	5	Debris Burning	2456681.5	24	1730	2	B	33.28728	-93.28883	8	PRIVATE	AR	COLUMBIA	027	Columbia	
1749244	300090046	SFO-2014SCSCS14WF0208	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14WF0208								2014	2456681.5	24	1653	5	Debris Burning	2456681.5	24	1732	0.5	B	33.393646	-81.733292	8	PRIVATE	SC	Aiken County	003	Aiken	
1749245	300090050	SFO-2014FLFLS2014140023	NONFED	ST-NASF	ST/C&L	USFLFLS	Florida Forest Service	FLFLS	Florida Forest Service		2014140023		PALMETTO PILE (53)						2014	2456681.5	24	1620	5	Debris Burning	2456681.5	24	1747	0.1	A	28.1114	-81.4734	8	PRIVATE	FL	Polk	105	Polk	
1749246	300090051	SFO-2014TXTXS1972	NONFED	ST-NASF	ST/C&L	USTXTXS	Texas A & M Forest Service	TXTXS	Texas Forest Service		1972		TRAILS END RANCH FIRE						2014	2456677.5	20	1641	5	Debris Burning	2456681.5	24	1748	12	C	29.75183333	-99.32616667	14	MISSING/NOT SPECIFIED	TX	Bandera	019	Bandera	
1749247	300090052	SFO-2014ORODF20145530282014	NONFED	ST-NASF	ST/C&L	USORORS	Oregon Department of Forestry State Headquarters	ORODF	Oregon Department of Forestry		20145530282014		STOTT MOUNTAIN EAST						2014	2456681.5	24		5	Debris Burning	2456681.5	24	1800	8.5	B	44.93056	-123.76778	8	PRIVATE	OR	Lincoln	041	Lincoln	
1749248	300090054	SFO-2014SCSCS14FF0284	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14FF0284								2014	2456681.5	24	1610	5	Debris Burning	2456681.5	24	1830	0.1	A	34.355278	-79.696655	8	PRIVATE	SC	Darlington County	031	Darlington	
1749249	300090055	SFO-2014TNTNS14-C0031	NONFED	ST-NASF	ST/C&L	USTNTNS	Tennessee Division of Forestry	TNTNS	Tennessee Division of Forestry		14-C0031		CO RD 61						2014	2456681.5	24	1550	5	Debris Burning	2456681.5	24	1830	2	B	35.406233	-84.763183	8	PRIVATE	TN	MCMINN	107	McMinn	
1749250	300090056	SFO-2014TNTNS14-H0039	NONFED	ST-NASF	ST/C&L	USTNTNS	Tennessee Division of Forestry	TNTNS	Tennessee Division of Forestry		14-H0039		ALLISON FIRE						2014	2456681.5	24	1545	5	Debris Burning	2456681.5	24	1830	20	C	35.588367	-87.683383	8	PRIVATE	TN	PERRY	135	Perry	
1749251	300090058	SFO-2014GAGAS-FY2014-Berrien-006	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Berrien-006		FY2014-BERRIEN-006						2014	2456681.5	24	1803	5	Debris Burning	2456681.5	24	1900	2.79	B	31.37601111	-83.19926389	8	PRIVATE	GA	Berrien             	019	Berrien	
1749252	300090061	SFO-2014TNTNS14-E0013	NONFED	ST-NASF	ST/C&L	USTNTNS	Tennessee Division of Forestry	TNTNS	Tennessee Division of Forestry		14-E0013		OLD MILL ROAD						2014	2456681.5	24	1646	5	Debris Burning	2456681.5	24	1930	3	B	35.31475	-84.361317	8	PRIVATE	TN	MONROE	123	Monroe	
1749253	300090062	SFO-2014ORODF20147211582014	NONFED	ST-NASF	ST/C&L	USORORS	Oregon Department of Forestry State Headquarters	ORODF	Oregon Department of Forestry		20147211582014		LARSON SLOUGH						2014	2456681.5	24	1420	5	Debris Burning	2456681.5	24	1935	9	B	43.47722	-124.15278	8	PRIVATE	OR	Coos	011	Coos	
1749254	300090063	SFO-2014ORODF20145820502014	NONFED	ST-NASF	ST/C&L	USORORS	Oregon Department of Forestry State Headquarters	ORODF	Oregon Department of Forestry		20145820502014		7 MILE FIRE						2014	2456681.5	24	1000	5	Debris Burning	2456681.5	24	2100	45	C	44.72972	-122.32417	8	PRIVATE	OR	Linn	043	Linn	
1749255	300090064	SFO-2014ORODF20145820512014	NONFED	ST-NASF	ST/C&L	USORORS	Oregon Department of Forestry State Headquarters	ORODF	Oregon Department of Forestry		20145820512014		LAWHEAD						2014	2456681.5	24	1200	5	Debris Burning	2456681.5	24	2100	3	B	44.70861	-122.30389	8	PRIVATE	OR	Linn	043	Linn	
1749256	300090065	SFO-2014ORODF20145820472014	NONFED	ST-NASF	ST/C&L	USORORS	Oregon Department of Forestry State Headquarters	ORODF	Oregon Department of Forestry		20145820472014		GATES COMPLEX (GM FIRE)					GATES COMPLEX	2014	2456681.5	24		5	Debris Burning	2456681.5	24	2100	35	C	44.74306	-122.3025	8	PRIVATE	OR	Linn	043	Linn	
1749257	300090066	SFO-2014MSMFC9649	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		9649		07920140124001						2014	2456681.5	24	1615	5	Debris Burning	2456681.5	24	2140	20	C	32.91951183	-89.32256618	8	PRIVATE	MS	LEAKE	079	Leake	
1749258	300090067	SFO-2014SCSCS14FF0286	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14FF0286								2014	2456681.5	24	2155	5	Debris Burning	2456681.5	24	2250	0.1	A	32.467976	-81.041519	8	PRIVATE	SC	Jasper County	053	Jasper	
1749259	300090069	SFO-2014WYWYS14003	NONFED	ST-NASF	ST/C&L	USWYWYS	Wyoming State Forestry	WYWYS	Wyoming State Forestry		14003		219 HIGHTOWER						2014	2456681.5	24	0715	5	Debris Burning	2456681.5	24		0.25	A	42.0600129	-104.975372	8	PRIVATE	WY	Platte	031	Platte	
1749260	300090070	SFO-2014ORODF20147113092014	NONFED	ST-NASF	ST/C&L	USORORS	Oregon Department of Forestry State Headquarters	ORODF	Oregon Department of Forestry		20147113092014		ALDER CREEK	258972	ALDER CREEK				2014	2456680.5	23	1030	5	Debris Burning	2456681.5	24		143	D	42.79111	-122.57889	8	PRIVATE	OR	Jackson	029	Jackson	
1749261	300090071	SFO-2014CACDFBTU001266	NONFED	ST-NASF	ST/C&L	USCABTU	Butte Unit	CABTU	Butte Unit		BTU001266								2014	2456681.5	24		5	Debris Burning	2456681.5	24		1	B	39.508883	-121.590033	14	MISSING/NOT SPECIFIED	CA	BUTTE	007	Butte	
1749262	300090072	SFO-2014FLFLS2014020052	NONFED	ST-NASF	ST/C&L	USFLFLS	Florida Forest Service	FLFLS	Florida Forest Service		2014020052		MUSSETT BAYOU RD (66)						2014	2456680.5	23	1630	5	Debris Burning	2456681.5	24		10	C	30.3793	-86.2536	8	PRIVATE	FL	Walton	131	Walton	
1749263	300090073	SFO-2014AR-ARSJAC4833	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		JAC4833		JAC4833						2014	2456682.5	25	1400	5	Debris Burning	2456682.5	25		30	C	35.68244	-91.17901	8	PRIVATE	AR	JACKSON	067	Jackson	
1749264	300090074	SFO-2014NENFS17220	NONFED	ST-NASF	ST/C&L	USNENES	Nebraska Department of Forestry	NENFS	Nebraska Forest Service		17220								2014	2456682.5	25	0114	5	Debris Burning	2456682.5	25	0202	2	B	40.77746	-96.53493	14	MISSING/NOT SPECIFIED	NE				
1749265	300090075	SFO-2014NCNCSNCST-049-20140024	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-049-20140024		MAYHEW PARK						2014	2456682.5	25	0220	5	Debris Burning	2456682.5	25	0320	0.5	B	35.55084777	-80.92638111	14	MISSING/NOT SPECIFIED	NC	Iredell	097	Iredell	
1749266	300090076	SFO-2014SCSCS14WF0209	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14WF0209								2014	2456682.5	25	0519	5	Debris Burning	2456682.5	25	0702	0.1	A	33.306232	-80.446114	8	PRIVATE	SC	Orangeburg County	075	Orangeburg	
1749267	300090077	SFO-2014TNTNS14-C0030	NONFED	ST-NASF	ST/C&L	USTNTNS	Tennessee Division of Forestry	TNTNS	Tennessee Division of Forestry		14-C0030		CO RD 436						2014	2456682.5	25	0545	5	Debris Burning	2456682.5	25	0745	3.2	B	35.436082999999996	-84.5155	8	PRIVATE	TN	MCMINN	107	McMinn	
1749268	300090078	SFO-2014MSMFC9650	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		9650		13920140125001						2014	2456682.5	25	0702	5	Debris Burning	2456682.5	25	0750	1	B	34.83671748	-88.77949693	8	PRIVATE	MS	TIPPAH	139	Tippah	
1749269	300090079	SFO-2014MSMFC17700	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		17700		15320140125001						2014	2456682.5	25	0911	5	Debris Burning	2456682.5	25	1008	4	B	31.82813827	-88.82558121	8	PRIVATE	MS	WAYNE	153	Wayne	
1749270	300090081	SFO-2014MO-MOS93887	NONFED	ST-NASF	ST/C&L	USMOMOS	Missouri Department of Conservation	MOMOS	Missouri Department of Conservation		93887								2014	2456682.5	25	1121	5	Debris Burning	2456682.5	25	1156	1.5	B	38.249	-93.226	14	MISSING/NOT SPECIFIED	MO	Benton	015	Benton	
1749271	300090085	SFO-2014MO-MOS94002	NONFED	ST-NASF	ST/C&L	USMOMOS	Missouri Department of Conservation	MOMOS	Missouri Department of Conservation		94002								2014	2456682.5	25	1158	5	Debris Burning	2456682.5	25	1217	1	B	37.0851886	-94.4580194	14	MISSING/NOT SPECIFIED	MO	Jasper	097	Jasper	
1749272	300090087	SFO-2014SCSCS14WF0211	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14WF0211								2014	2456682.5	25	1145	5	Debris Burning	2456682.5	25	1217	1	B	32.490372	-80.948357	8	PRIVATE	SC	Jasper County	053	Jasper	
1749273	300090088	SFO-2014NCNCSNCST-055-20140012	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-055-20140012		UPTON FIRE						2014	2456682.5	25	1131	5	Debris Burning	2456682.5	25	1218	0.5	B	35.50595	-81.44208333	14	MISSING/NOT SPECIFIED	NC	Lincoln	109	Lincoln	
1749274	300090090	SFO-2014AR-ARSCAL1966370	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		CAL1966370		CAL1966370						2014	2456682.5	25	1015	5	Debris Burning	2456682.5	25	1230	6	B	33.73154	-92.56466	8	PRIVATE	AR	CALHOUN	013	Calhoun	
1749275	300090091	SFO-2014TNTNS14-W0021	NONFED	ST-NASF	ST/C&L	USTNTNS	Tennessee Division of Forestry	TNTNS	Tennessee Division of Forestry		14-W0021		SMITH						2014	2456682.5	25	1143	5	Debris Burning	2456682.5	25	1230	1.5	B	36.1816	-88.4145	8	PRIVATE	TN	HENRY	079	Henry	
1749276	300090094	SFO-2014NCNCSNCST-055-20140008	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-055-20140008		KNIFE COLLECTION FIRE						2014	2456682.5	25	1215	5	Debris Burning	2456682.5	25	1234	0.1	A	35.43825	-81.32175	14	MISSING/NOT SPECIFIED	NC	Lincoln	109	Lincoln	
1749277	300090095	SFO-2014SCSCS14FF0287	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14FF0287								2014	2456682.5	25	1055	5	Debris Burning	2456682.5	25	1235	0.3	B	34.178108	-80.83786	8	PRIVATE	SC	Kershaw County	055	Kershaw	
1749278	300090096	SFO-2014NCNCSNCST-074-20140001	NONFED	ST-NASF	ST/C&L	USNCNCS	North Carolina Forest Service	NCNCS	North Carolina Division of Forest Resources		NCST-074-20140001		WATER PARK FIRE						2014	2456682.5	25	1210	5	Debris Burning	2456682.5	25	1235	2	B	35.625	-77.35833333	14	MISSING/NOT SPECIFIED	NC	Pitt	147	Pitt	
1749279	300090098	SFO-2014MSMFC33260	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		33260		07320140125018						2014	2456682.5	25	1158	5	Debris Burning	2456682.5	25	1244	1	B	31.16669222	-89.3918979	8	PRIVATE	MS	LAMAR	073	Lamar	
1749280	300090099	SFO-2014MO-MOS115190	NONFED	ST-NASF	ST/C&L	USMOMOS	Missouri Department of Conservation	MOMOS	Missouri Department of Conservation		115190								2014	2456681.5	24		5	Debris Burning	2456682.5	25	1252	15	C	37.10611111	-90.84833333	14	MISSING/NOT SPECIFIED	MO	Reynolds	179	Reynolds	
1749281	300090101	SFO-2014GAGAS-FY2014-Ben Hill-010	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Ben Hill-010		FY2014-BEN HILL-010						2014	2456682.5	25	1240	5	Debris Burning	2456682.5	25	1300	2.8	B	31.78882222	-83.24211389	8	PRIVATE	GA	Ben Hill            	017	Ben Hill	
1749282	300090102	SFO-2014AR-ARSYEL137637	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		YEL137637		YEL137637						2014	2456682.5	25	1240	5	Debris Burning	2456682.5	25	1300	1	B	35.06881	-93.3943	8	PRIVATE	AR	YELL	149	Yell	
1749283	300090103	SFO-2014GAGAS-FY2014-Evans-011	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Evans-011		FY2014-EVANS-011						2014	2456682.5	25	1246	5	Debris Burning	2456682.5	25	1304	0.1	A	32.16480556	-81.89347222	8	PRIVATE	GA	Evans               	109	Evans	
1749284	300090104	SFO-2014GAGAS-FY2014-Laurens-067	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Laurens-067		FY2014-LAURENS-067						2014	2456682.5	25	1246	5	Debris Burning	2456682.5	25	1310	0.06	A	32.67583333	-82.89361111	8	PRIVATE	GA	Laurens             	175	Laurens	
1749285	300090105	SFO-2014GAGAS-FY2014-Taliaferro-005	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Taliaferro-005		FY2014-TALIAFERRO-005						2014	2456682.5	25	1128	5	Debris Burning	2456682.5	25	1310	0.02	A	33.57813056	-82.973925	8	PRIVATE	GA	Taliaferro          	265	Taliaferro	
1749286	300090109	SFO-2014AR-ARSJEF2029715	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		JEF2029715		JEF2029715						2014	2456682.5	25	1245	5	Debris Burning	2456682.5	25	1320	1	B	34.24566	-92.10159	8	PRIVATE	AR	JEFFERSON	069	Jefferson	
1749287	300090110	SFO-2014GAGAS-FY2014-Telfair-011	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Telfair-011		FY2014-TELFAIR-011						2014	2456682.5	25	1251	5	Debris Burning	2456682.5	25	1321	1	B	31.90536111	-82.91638889	8	PRIVATE	GA	Telfair             	271	Telfair	
1749288	300090111	SFO-2014SCSCS14WF0212	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14WF0212								2014	2456682.5	25	1147	5	Debris Burning	2456682.5	25	1323	4	B	33.434315	-81.722031	8	PRIVATE	SC	Aiken County	003	Aiken	
1749289	300090112	SFO-2014AR-ARSLOG4045804	NONFED	ST-NASF	ST/C&L	USARARS	Arkansas Forestry Commission	ARARS	Arkansas Forestry Commission		LOG4045804		LOG4045804						2014	2456682.5	25	1148	5	Debris Burning	2456682.5	25	1324	3	B	35.08414	-93.8802	8	PRIVATE	AR	LOGAN	083	Logan	
1749290	300090113	SFO-2014MSMFC9663	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		9663		01320140125009						2014	2456682.5	25	1215	5	Debris Burning	2456682.5	25	1330	1	B	33.89055399	-89.30827948	8	PRIVATE	MS	CALHOUN	013	Calhoun	
1749291	300090114	SFO-2014SCSCS14WF0226	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14WF0226								2014	2456682.5	25	1244	5	Debris Burning	2456682.5	25	1332	2	B	33.325394	-81.035233	8	PRIVATE	SC	Bamberg County	009	Bamberg	
1749292	300090115	SFO-2014SCSCS14WF0219	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14WF0219								2014	2456682.5	25	1232	5	Debris Burning	2456682.5	25	1334	2	B	33.641144	-80.934303	8	PRIVATE	SC	Calhoun County	017	Calhoun	
1749293	300090117	SFO-2014SCSCS14WF0222	NONFED	ST-NASF	ST/C&L	USSCSCS	South Carolina Forestry Commission	SCSCS	South Carolina Forestry Commission		14WF0222								2014	2456682.5	25	1235	5	Debris Burning	2456682.5	25	1336	0.2	A	33.522366	-80.50779	8	PRIVATE	SC	Orangeburg County	075	Orangeburg	
1749294	300090118	SFO-2014GAGAS-FY2014-Spalding-005	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Spalding-005		FY2014-SPALDING-005						2014	2456682.5	25	1237	5	Debris Burning	2456682.5	25	1346	2	B	33.34552222	-84.32659444	8	PRIVATE	GA	Spalding            	255	Spalding	
1749295	300090120	SFO-2014GAGAS-FY2014-Treutlen-025	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Treutlen-025		FY2014-TREUTLEN-025						2014	2456682.5	25	1325	5	Debris Burning	2456682.5	25	1350	0.17	A	32.46688611	-82.48953056	7	STATE	GA	Treutlen            	283	Treutlen	
1749296	300090121	SFO-2014GAGAS-FY2014-Crawford-027	NONFED	ST-NASF	ST/C&L	USGAGAS	Georgia Forestry Commission	GAGAS	Georgia Forestry Commission		FY2014-Crawford-027		FY2014-CRAWFORD-027						2014	2456682.5	25	1335	5	Debris Burning	2456682.5	25	1355	0.65	B	32.65880556	-83.72172222	8	PRIVATE	GA	Crawford            	079	Crawford	
1749297	300090123	SFO-2014MSMFC9662	NONFED	ST-NASF	ST/C&L	USMSMSS	Mississippi Forestry Commission	MSMFC	Mississippi Forestry Commission		9662		07920140125005						2014	2456682.5	25	1240	5	Debris Burning	2456682.5	25	1357	1	B	32.80468244	-89.70206834	7	STATE	MS	LEAKE	079	Leake	
